2024-05-15 12:10:48,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR2333, Boulevard Saint Honore,"R$636.000,00",screenshots/anuncio_1.png
2024-05-15 12:10:48,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR2983, Edifício Barcelona,"R$365.000,00",screenshots/anuncio_2.png
2024-05-15 12:10:48,https://www.vilarica.com.br/comprar/pronto/casa-sao-jose-sao-leopoldo-rs/VR3335, São Leopoldo,"R$1.600.000,00",screenshots/anuncio_3.png
2024-05-15 12:10:48,https://www.vilarica.com.br/comprar/pronto/casa-rio-dos-sinos-sao-leopoldo-rs/VR3699, São Leopoldo,"R$617.000,00",screenshots/anuncio_4.png
2024-05-15 12:10:48,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR3931, Spazio,"R$189.000,00",screenshots/anuncio_5.png
2024-05-15 12:10:48,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR3967, Edificio Residencial Camila,"R$298.000,00",screenshots/anuncio_6.png
2024-05-15 12:10:49,https://www.vilarica.com.br/comprar/pronto/cobertura-centro-sao-leopoldo-rs/VR3969, Sevilha,"R$1.350.000,00",screenshots/anuncio_7.png
2024-05-15 12:10:49,https://www.vilarica.com.br/comprar/pronto/casa-jardim-america-sao-leopoldo-rs/VR3983, São Leopoldo,"R$1.630.000,00",screenshots/anuncio_8.png
2024-05-15 12:10:49,https://www.vilarica.com.br/comprar/pronto/casa-morro-do-espelho-sao-leopoldo-rs/VR4017, São Leopoldo,"R$1.229.000,00",screenshots/anuncio_9.png
2024-05-15 12:10:49,https://www.vilarica.com.br/comprar/pronto/casa-cristo-rei-sao-leopoldo-rs/VR4020, São Leopoldo,"R$620.000,00",screenshots/anuncio_10.png
2024-05-15 12:10:49,https://www.vilarica.com.br/comprar/pronto/apartamento-jardim-america-sao-leopoldo-rs/VR4081, Edifício Residencial Nilo Uebel 1,"R$480.000,00",screenshots/anuncio_11.png
2024-05-15 12:10:49,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR4161, Edifício Firenze,"R$950.000,00",screenshots/anuncio_12.png
2024-05-15 12:10:49,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR4163, Condomínio Residencial Hacer,"R$610.000,00",screenshots/anuncio_13.png
2024-05-15 12:10:50,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR4166, Edifício Residencial Alphaville,"R$106.000,00",screenshots/anuncio_14.png
2024-05-15 12:10:50,https://www.vilarica.com.br/comprar/pronto/terreno-cristo-rei-sao-leopoldo-rs/VR4355, São Leopoldo,"R$457.447,00",screenshots/anuncio_15.png
2024-05-15 12:10:50,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR4423, Lidia Ghizzo Correa,"R$139.900,00",screenshots/anuncio_16.png
2024-05-15 12:10:50,https://www.vilarica.com.br/comprar/pronto/salas-conjuntos-centro-sao-leopoldo-rs/VR4461, Edifício Integral - Centro de Profissionais,"R$300.000,00",screenshots/anuncio_17.png
2024-05-15 12:10:50,https://www.vilarica.com.br/comprar/pronto/pavilhao-scharlau-sao-leopoldo-rs/VR4471, São Leopoldo,"R$22.500.000,00",screenshots/anuncio_18.png
Data,URL,Local,Preço,Screenshot
2024-05-22 12:01:45,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR2333,Boulevard Saint Honore,"R$636.000,00",screenshots/anuncio_1.png
2024-05-22 12:01:45,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR2983,Edifício Barcelona,"R$365.000,00",screenshots/anuncio_2.png
2024-05-22 12:01:45,https://www.vilarica.com.br/comprar/pronto/casa-sao-jose-sao-leopoldo-rs/VR3335,São Leopoldo,"R$1.600.000,00",screenshots/anuncio_3.png
2024-05-22 12:01:45,https://www.vilarica.com.br/comprar/pronto/casa-rio-dos-sinos-sao-leopoldo-rs/VR3699,São Leopoldo,"R$617.000,00",screenshots/anuncio_4.png
2024-05-22 12:01:45,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR3931,Spazio,"R$189.000,00",screenshots/anuncio_5.png
2024-05-22 12:01:45,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR3967,Edificio Residencial Camila,"R$298.000,00",screenshots/anuncio_6.png
2024-05-22 12:01:45,https://www.vilarica.com.br/comprar/pronto/cobertura-centro-sao-leopoldo-rs/VR3969,Sevilha,"R$1.350.000,00",screenshots/anuncio_7.png
2024-05-22 12:01:45,https://www.vilarica.com.br/comprar/pronto/casa-jardim-america-sao-leopoldo-rs/VR3983,São Leopoldo,"R$1.630.000,00",screenshots/anuncio_8.png
2024-05-22 12:01:45,https://www.vilarica.com.br/comprar/pronto/casa-morro-do-espelho-sao-leopoldo-rs/VR4017,São Leopoldo,"R$1.229.000,00",screenshots/anuncio_9.png
2024-05-22 12:01:46,https://www.vilarica.com.br/comprar/pronto/casa-cristo-rei-sao-leopoldo-rs/VR4020,São Leopoldo,"R$620.000,00",screenshots/anuncio_10.png
2024-05-22 12:01:46,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR4161,Edifício Firenze,"R$950.000,00",screenshots/anuncio_11.png
2024-05-22 12:01:46,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR4163,Condomínio Residencial Hacer,"R$610.000,00",screenshots/anuncio_12.png
2024-05-22 12:01:46,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR4166,Edifício Residencial Alphaville,"R$106.000,00",screenshots/anuncio_13.png
2024-05-22 12:01:46,https://www.vilarica.com.br/comprar/pronto/terreno-cristo-rei-sao-leopoldo-rs/VR4355,São Leopoldo,"R$457.447,00",screenshots/anuncio_14.png
2024-05-22 12:01:46,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR4423,Lidia Ghizzo Correa,"R$139.900,00",screenshots/anuncio_15.png
2024-05-22 12:01:46,https://www.vilarica.com.br/comprar/pronto/salas-conjuntos-centro-sao-leopoldo-rs/VR4461,Edifício Integral - Centro de Profissionais,"R$300.000,00",screenshots/anuncio_16.png
2024-05-22 12:01:46,https://www.vilarica.com.br/comprar/pronto/pavilhao-scharlau-sao-leopoldo-rs/VR4471,São Leopoldo,"R$22.500.000,00",screenshots/anuncio_17.png
2024-05-22 12:01:47,https://www.vilarica.com.br/comprar/pronto/apartamento-centro-sao-leopoldo-rs/VR4520,Jardim Saint Dennis,"R$237.400,00",screenshots/anuncio_18.png
Data,URL,Local,Preço,Screenshot
2024-05-22 12:37:15,https://www.vivareal.com.br/imovel/casa-3-quartos-centro-bairros-sao-leopoldo-64m2-venda-RS549000-id-2714635443/,"Rua Conceição - Centro, São Leopoldo - RS",R$ 549.000,screenshots/anuncio_1.png
2024-05-22 12:37:15,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheiro-bairros-sao-leopoldo-com-garagem-63m2-venda-RS249850-id-2715904307/,"Avenida Feitoria, 100 - Pinheiro, São Leopoldo - RS",R$ 249.850,screenshots/anuncio_2.png
2024-05-22 12:37:16,https://www.vivareal.com.br/imovel/sobrado-3-quartos-fazenda-sao-borja-bairros-sao-leopoldo-com-garagem-210m2-venda-RS531760-id-2715905459/,"Rua Rudi Walter Gernhardt, 100 - Fazenda São Borja, São Leopoldo - RS",R$ 531.760,screenshots/anuncio_3.png
2024-05-22 12:37:16,https://www.vivareal.com.br/imovel/casa-3-quartos-scharlau-bairros-sao-leopoldo-com-garagem-162m2-venda-RS360000-id-2715825507/,"Rua Alexandrina Rubio Roso, 205 - Scharlau, São Leopoldo - RS",R$ 360.000,screenshots/anuncio_4.png
2024-05-22 12:37:16,https://www.vivareal.com.br/imovel/apartamento-2-quartos-santo-andre-bairros-sao-leopoldo-com-garagem-61m2-venda-RS200000-id-2715654808/,"Rua Coronel Bordini - Santo André, São Leopoldo - RS",R$ 200.000,screenshots/anuncio_5.png
2024-05-22 12:37:16,https://www.vivareal.com.br/imovel/casa-2-quartos-feitoria-bairros-sao-leopoldo-com-garagem-114m2-venda-RS294030-id-2715911772/,"Avenida Integração, 100 - Feitoria, São Leopoldo - RS",R$ 294.030,screenshots/anuncio_6.png
2024-05-22 12:37:16,https://www.vivareal.com.br/imovel/casa-3-quartos-santos-dumont-bairros-sao-leopoldo-com-garagem-240m2-venda-RS479790-id-2715918066/,"Rua Dona Emília, 87 - Santos Dumont, São Leopoldo - RS",R$ 479.790,screenshots/anuncio_7.png
2024-05-22 12:37:17,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheiro-bairros-sao-leopoldo-com-garagem-63m2-venda-RS229250-id-2715907570/,"Avenida Feitoria, 100 - Pinheiro, São Leopoldo - RS",R$ 229.250,screenshots/anuncio_8.png
2024-05-22 12:37:17,https://www.vivareal.com.br/imovel/casa-4-quartos-duque-de-caxias-bairros-sao-leopoldo-com-garagem-200m2-venda-RS449810-id-2715920319/,"Rua João Klauck, 24 - Duque de Caxias, São Leopoldo - RS",R$ 449.810,screenshots/anuncio_9.png
2024-05-22 12:37:17,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-sao-leopoldo-com-garagem-69m2-venda-RS529390-id-2715964435/,"Rua São Francisco, 100 - Centro, São Leopoldo - RS",R$ 529.390,screenshots/anuncio_10.png
